video_id,start,end,motion,audio,cap_overlap,kw_density,score
AvCkazJxjAk,3.503499984741211,9.503499984741211,0.13113604485988617,0.06332758069038391,0.0,0.0,0.3015875816345215
AvCkazJxjAk,5.503499984741211,11.503499984741211,0.024215050041675568,0.05741666257381439,0.0,0.0,0.20122332870960236
AvCkazJxjAk,7.503499984741211,13.503499984741211,0.0217584278434515,0.06678660959005356,0.0,0.0,0.23041653633117676
AvCkazJxjAk,9.503499984741211,15.503499984741211,0.021920382976531982,0.06349635124206543,0.0,0.0,0.2196359932422638
AvCkazJxjAk,11.503499984741211,17.50349998474121,0.02042403444647789,0.06094813719391823,0.0,0.0,0.21006152033805847
AvCkazJxjAk,13.503499984741211,19.50349998474121,0.020019639283418655,0.04944390803575516,0.0,0.0,0.1716345101594925
AvCkazJxjAk,15.503499984741211,21.50349998474121,0.02551732212305069,0.065459243953228,0.0,0.0,0.2288578450679779
AvCkazJxjAk,17.50349998474121,23.50349998474121,0.025712182745337486,0.07033160328865051,0.0,0.0,0.24515056610107422
AvCkazJxjAk,19.50349998474121,25.50349998474121,0.024561526253819466,0.07675629109144211,0.0,0.0,0.2655707001686096
AvCkazJxjAk,21.50349998474121,27.50349998474121,0.018183114007115364,0.0645819827914238,0.0,0.0,0.22040997445583344
AvCkazJxjAk,23.50349998474121,29.50349998474121,0.018276458606123924,0.06917954981327057,0.0,0.0,0.23571543395519257
AvCkazJxjAk,25.50349998474121,31.50349998474121,0.020707735791802406,0.06901305168867111,0.0,0.0,0.2370004951953888
AvCkazJxjAk,27.50349998474121,33.50349998474121,0.021611392498016357,0.06898723542690277,0.0,0.0,0.23759764432907104
AvCkazJxjAk,29.50349998474121,35.50349998474121,0.023040926083922386,0.06720233708620071,0.0,0.0,0.23276302218437195
AvCkazJxjAk,31.50349998474121,37.50349998474121,0.022604167461395264,0.06350075453519821,0.0,0.0,0.22016717493534088
AvCkazJxjAk,33.50349998474121,39.50349998474121,0.023865634575486183,0.06424354016780853,0.0,0.0,0.22358155250549316
AvCkazJxjAk,35.50349998474121,41.50349998474121,0.0253466609865427,0.06417077779769897,0.0,0.0,0.22445933520793915
AvCkazJxjAk,37.50349998474121,43.50349998474121,0.024538271129131317,0.06878584623336792,0.0,0.0,0.23914150893688202
AvCkazJxjAk,39.50349998474121,45.50349998474121,0.02417583018541336,0.07145221531391144,0.0,0.0,0.24770322442054749
AvCkazJxjAk,41.50349998474121,47.50349998474121,0.02050180919468403,0.07027023285627365,0.0,0.0,0.241010844707489
