video_id,start,end,motion,audio,cap_overlap,kw_density,score
M-ZH3psUbfU,3.5,9.5,0.16468921303749084,0.1366143673658371,0.0,0.0,0.4444286823272705
M-ZH3psUbfU,5.5,11.5,0.03396906331181526,0.1287512332201004,0.0,0.0,0.33644500374794006
M-ZH3psUbfU,7.5,13.5,0.036386094987392426,0.1285458207130432,0.0,0.0,0.337534099817276
M-ZH3psUbfU,9.5,15.5,0.040153998881578445,0.11677667498588562,0.0,0.0,0.3096122443675995
M-ZH3psUbfU,11.5,17.5,0.042554061859846115,0.11856241524219513,0.0,0.0,0.3158412575721741
M-ZH3psUbfU,13.5,19.5,0.04330751672387123,0.10984327644109726,0.0,0.0,0.2937890887260437
M-ZH3psUbfU,15.5,21.5,0.04084404185414314,0.12726664543151855,0.0,0.0,0.33721354603767395
M-ZH3psUbfU,17.5,23.5,0.039929620921611786,0.12766315042972565,0.0,0.0,0.33762627840042114
M-ZH3psUbfU,19.5,25.5,0.045209966599941254,0.13951514661312103,0.0,0.0,0.3718287944793701
M-ZH3psUbfU,21.5,27.5,0.04490053653717041,0.12968876957893372,0.0,0.0,0.34619948267936707
M-ZH3psUbfU,23.5,29.5,0.08475427329540253,0.10382630676031113,0.0,0.0,0.3060104250907898
M-ZH3psUbfU,25.5,29.5,0.09884998202323914,0.09012147039175034,0.0,0.0,0.28000500798225403
M-ZH3psUbfU,27.5,29.5,0.144101083278656,0.00286570331081748,0.0,0.0,0.0846037045121193
M-ZH3psUbfU,29.5,35.5,0.07326193153858185,0.14053979516029358,0.0,0.0,0.3932870328426361
M-ZH3psUbfU,31.5,37.5,0.03238055482506752,0.14482276141643524,0.0,0.0,0.3769586980342865
M-ZH3psUbfU,33.5,39.5,0.03306188806891441,0.13098756968975067,0.0,0.0,0.3416224420070648
M-ZH3psUbfU,35.5,41.5,0.033065374940633774,0.10600489377975464,0.0,0.0,0.27699199318885803
M-ZH3psUbfU,37.5,43.5,0.03035048581659794,0.07583333551883698,0.0,0.0,0.19711484014987946
M-ZH3psUbfU,39.5,45.5,0.029374007135629654,0.11191567033529282,0.0,0.0,0.2898089289665222
M-ZH3psUbfU,41.5,47.5,0.029504120349884033,0.11511263251304626,0.0,0.0,0.29816704988479614
M-ZH3psUbfU,43.5,49.5,0.03085433319211006,0.11388471722602844,0.0,0.0,0.295895516872406
M-ZH3psUbfU,45.5,51.5,0.030541984364390373,0.08231580257415771,0.0,0.0,0.21401405334472656
M-ZH3psUbfU,47.5,53.5,0.03234768658876419,0.10994714498519897,0.0,0.0,0.28670981526374817
M-ZH3psUbfU,49.5,55.5,0.03340739756822586,0.12385699152946472,0.0,0.0,0.32340654730796814
M-ZH3psUbfU,51.5,57.5,0.03316595405340195,0.11877835541963577,0.0,0.0,0.31010568141937256
M-ZH3psUbfU,53.5,59.5,0.03251609951257706,0.09922774136066437,0.0,0.0,0.25909051299095154
M-ZH3psUbfU,55.5,61.5,0.02953062579035759,0.11081090569496155,0.0,0.0,0.2870557904243469
M-ZH3psUbfU,57.5,63.5,0.030127139762043953,0.12179069966077805,0.0,0.0,0.3158615827560425
M-ZH3psUbfU,59.5,65.5,0.029758155345916748,0.13340234756469727,0.0,0.0,0.3456547260284424
M-ZH3psUbfU,61.5,67.5,0.032393064349889755,0.10971803963184357,0.0,0.0,0.2861475348472595
M-ZH3psUbfU,63.5,69.5,0.029858238995075226,0.10685485601425171,0.0,0.0,0.2770407199859619
M-ZH3psUbfU,65.5,71.5,0.02919415943324566,0.11685074865818024,0.0,0.0,0.3024559020996094
M-ZH3psUbfU,67.5,73.5,0.028969164937734604,0.13271379470825195,0.0,0.0,0.34334442019462585
M-ZH3psUbfU,69.5,75.5,0.030179597437381744,0.1252448409795761,0.0,0.0,0.324832946062088
M-ZH3psUbfU,71.5,77.5,0.041040532290935516,0.0944291427731514,0.0,0.0,0.2523912191390991
M-ZH3psUbfU,73.5,79.5,0.04232822358608246,0.05972021818161011,0.0,0.0,0.1634589582681656
M-ZH3psUbfU,75.5,81.5,0.042290907353162766,0.09358587116003036,0.0,0.0,0.25104790925979614
M-ZH3psUbfU,77.5,83.5,0.03672025725245476,0.09710029512643814,0.0,0.0,0.2564052641391754
M-ZH3psUbfU,79.5,85.5,0.031504061073064804,0.1067480593919754,0.0,0.0,0.2778678238391876
M-ZH3psUbfU,81.5,87.5,0.03139079362154007,0.07931812107563019,0.0,0.0,0.2068278044462204
M-ZH3psUbfU,83.5,89.5,0.03439261019229889,0.09581409394741058,0.0,0.0,0.2515171766281128
M-ZH3psUbfU,85.5,91.5,0.03594907745718956,0.1073257252573967,0.0,0.0,0.28234249353408813
M-ZH3psUbfU,87.5,93.5,0.036244191229343414,0.10849425941705704,0.0,0.0,0.2855634391307831
M-ZH3psUbfU,89.5,95.5,0.03575877472758293,0.10700512677431107,0.0,0.0,0.2813854515552521
M-ZH3psUbfU,91.5,97.5,0.036910541355609894,0.10972385853528976,0.0,0.0,0.2891913056373596
M-ZH3psUbfU,93.5,99.5,0.03614044561982155,0.11816497892141342,0.0,0.0,0.31051304936408997
M-ZH3psUbfU,95.5,100.0,0.08780963718891144,0.11113408207893372,0.0,0.0,0.3269648551940918
M-ZH3psUbfU,97.5,100.0,0.12322584539651871,0.10217982530593872,0.0,0.0,0.3275439441204071
M-ZH3psUbfU,100.0,106.0,0.08116300404071808,0.146812304854393,0.0,0.0,0.414811909198761
