video_id,start,end,motion,audio,cap_overlap,kw_density,score
_yOTYsFlRQY,0.5005000233650208,6.00600004196167,0.4513099491596222,0.07869359105825424,0.0,0.0,0.6402117609977722
_yOTYsFlRQY,2.5005000233650208,6.00600004196167,0.39564818143844604,0.07239307463169098,0.0,0.0,0.5275452136993408
_yOTYsFlRQY,6.00600004196167,10.510499954223633,0.44087880849838257,0.07428653538227081,0.0,0.0,0.5929175615310669
_yOTYsFlRQY,8.00600004196167,10.510499954223633,0.3501714766025543,0.0795319452881813,0.0,0.0,0.5351941585540771
_yOTYsFlRQY,13.012999534606934,16.51650047302246,0.3173471689224243,0.06522099673748016,0.0,0.0,0.3827759027481079
_yOTYsFlRQY,16.51650047302246,22.02199935913086,0.20945878326892853,0.07318159192800522,0.0,0.0,0.32808932662010193
_yOTYsFlRQY,18.51650047302246,22.02199935913086,0.1865224689245224,0.05774848908185959,0.0,0.0,0.17749765515327454
_yOTYsFlRQY,24.02400016784668,26.526500701904297,0.38104262948036194,0.05993528291583061,0.0,0.0,0.41030752658843994
_yOTYsFlRQY,26.526500701904297,29.02899932861328,0.4160439074039459,0.09838513284921646,0.0,0.0,0.7610092163085938
_yOTYsFlRQY,29.02899932861328,33.03300094604492,0.42169004678726196,0.06877456605434418,0.0,0.0,0.5269749164581299
_yOTYsFlRQY,31.02899932861328,33.03300094604492,0.3796914219856262,0.08465351909399033,0.0,0.0,0.6093912124633789
_yOTYsFlRQY,33.03300094604492,37.537498474121094,0.2615169882774353,0.07753177732229233,0.0,0.0,0.4209456443786621
_yOTYsFlRQY,35.03300094604492,37.537498474121094,0.17072637379169464,0.06607180088758469,0.0,0.0,0.2275732457637787
_yOTYsFlRQY,37.537498474121094,43.042999267578125,0.310094952583313,0.061264295130968094,0.0,0.0,0.342650830745697
_yOTYsFlRQY,39.537498474121094,43.042999267578125,0.30423980951309204,0.06399775296449661,0.0,0.0,0.35835808515548706
_yOTYsFlRQY,43.042999267578125,49.042999267578125,0.1738903522491455,0.06302585452795029,0.0,0.0,0.20635485649108887
_yOTYsFlRQY,45.042999267578125,51.042999267578125,0.11550438404083252,0.06307661533355713,0.0,0.0,0.14221419394016266
_yOTYsFlRQY,47.042999267578125,52.051998138427734,0.1013113483786583,0.060293588787317276,0.0,0.0,0.10393907874822617
_yOTYsFlRQY,49.042999267578125,52.051998138427734,0.08952133357524872,0.04909103363752365,0.0,0.0,0.0
